,Keyword,Layout,LoggingLibrary,ProjectInfo,SearchResult
258,Firebase,Firebase,Firebase,FirebaseExtended/custom-auth-samples,"['/FirebaseExtended_custom-auth-samples/.gitignore', '/FirebaseExtended_custom-auth-samples/CONTRIBUTING.md', '/FirebaseExtended_custom-auth-samples/Line/README.md', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/.gitignore', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/app/build.gradle', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/app/src/main/AndroidManifest.xml', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/app/src/main/java/com/google/firebase/linelogindemo/LineLoginDemoApp.java', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/app/src/main/java/com/google/firebase/linelogindemo/activity/MainActivity.java', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/app/src/main/java/com/google/firebase/linelogindemo/util/LineLoginHelper.java', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/app/src/main/java/com/google/firebase/linelogindemo/util/NetworkSingleton.java', '/FirebaseExtended_custom-auth-samples/Line/android/LINELoginDemo/app/src/main/res/layout/activity_main.xml', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/.gitignore', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/LINELoginDemo.xcodeproj/project.pbxproj', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/LINELoginDemo/AppDelegate.m', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/LINELoginDemo/Info.plist', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/LINELoginDemo/LineAuthManager.m', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/LINELoginDemo/LoginController.m', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/Podfile', '/FirebaseExtended_custom-auth-samples/Line/iOS/LINELoginDemo/Podfile.lock', '/FirebaseExtended_custom-auth-samples/Line/server/.gitignore', '/FirebaseExtended_custom-auth-samples/Line/server/app.js', '/FirebaseExtended_custom-auth-samples/Line/server/package.json', '/FirebaseExtended_custom-auth-samples/README.md', '/FirebaseExtended_custom-auth-samples/instagram/README.md', '/FirebaseExtended_custom-auth-samples/instagram/app.js', '/FirebaseExtended_custom-auth-samples/instagram/config.json', '/FirebaseExtended_custom-auth-samples/instagram/package.json', '/FirebaseExtended_custom-auth-samples/instagram/public/index.html', '/FirebaseExtended_custom-auth-samples/instagram/public/main.js', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginAndroid/app/build.gradle', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginAndroid/app/src/main/AndroidManifest.xml', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginAndroid/app/src/main/java/com/google/firebase/auth/kakao/KakaoLoginApplication.java', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginAndroid/app/src/main/java/com/google/firebase/auth/kakao/MainActivity.java', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginAndroid/app/src/main/res/layout/activity_main.xml', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginAndroid/app/src/main/res/values/strings.xml', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginIOS/KakaoLoginIOS.xcodeproj/project.pbxproj', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginIOS/KakaoLoginIOS/AppDelegate.swift', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginIOS/KakaoLoginIOS/Base.lproj/Main.storyboard', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginIOS/KakaoLoginIOS/MainViewController.swift', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginIOS/KakaoLoginIOS/ViewController.swift', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginIOS/Podfile', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginServer/app.js', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginServer/package-lock.json', '/FirebaseExtended_custom-auth-samples/kakao/KakaoLoginServer/package.json', '/FirebaseExtended_custom-auth-samples/kakao/README.md']"
259,Firebase,Firebase,Firebase,Ashish-Bansal/OneTapVideoDownload,"['/Ashish-Bansal_OneTapVideoDownload/app/build.gradle', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/UriMediaChecker/VimeoUriChecker.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/UriMediaChecker/YoutubeUriChecker.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/downloader/DownloadHandler.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/downloader/downloadinfo/DownloadInfo.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/ApplicationUpdateNotification.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/MainActivity.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/domainblacklist/BlacklistDomainActivity.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/downloads/DownloadViewHolder.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/urllog/UrlLogActivity.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/utils/Global.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/utils/HookClassNamesFetcher.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/utils/YoutubeParserProxy.java']"
260,Firebase,Firebase,Firebase,andyb129/FlipsideCamera,"['/andyb129_FlipsideCamera/app/build.gradle', '/andyb129_FlipsideCamera/app/src/main/java/com/sixteenplusfour/android/flipsidecamera/ui/MainActivity.java']"
261,Firebase,Firebase,Firebase,deadnight7/saikiranBookstoreApp,['/deadnight7_saikiranBookstoreApp/.git/packed-refs']
263,Firebase,Firebase,Firebase,kelsos/mbrc,"['/kelsos_mbrc/README.md', '/kelsos_mbrc/app/build.gradle', '/kelsos_mbrc/app/src/play/java/com/kelsos/mbrc/metrics/SyncMetricsImpl.kt', '/kelsos_mbrc/build.gradle']"
264,Firebase,Firebase,Firebase,maxbbraun/mirror,"['/maxbbraun_mirror/README.md', '/maxbbraun_mirror/app/app.iml', '/maxbbraun_mirror/app/build.gradle', '/maxbbraun_mirror/app/src/main/java/net/maxbraun/mirror/Commute.java', '/maxbbraun_mirror/app/src/main/java/net/maxbraun/mirror/CompactHomeActivity.java']"
265,Firebase,Firebase,Firebase,HokoFly/HokoBlur,['/HokoFly_HokoBlur/.gitignore']
266,Firebase,Firebase,Firebase,mzelzoghbi/ZGallery,['/mzelzoghbi_ZGallery/app/build.gradle']
269,Firebase,Firebase,Firebase,Suleiman19/Android-Material-Design-for-pre-Lollipop,['/Suleiman19_Android-Material-Design-for-pre-Lollipop/MaterialSample/app/.gitignore']
270,Firebase,Firebase,Firebase,qiaoyunrui/SlipperyLayout,['/qiaoyunrui_SlipperyLayout/.gitignore']
271,Firebase,Firebase,Firebase,RobotPajamas/Blueteeth,['/RobotPajamas_Blueteeth/.gitignore']
272,Firebase,Firebase,Firebase,google/tink,['/google_tink/README.md']
273,Firebase,Firebase,Firebase,naver/naveridlogin-sdk-android,['/naver_naveridlogin-sdk-android/.gitignore']
275,Firebase,Firebase,Firebase,OneBusAway/onebusaway-android,"['/OneBusAway_onebusaway-android/DESTINATION_REMINDERS.md', '/OneBusAway_onebusaway-android/onebusaway-android/build.gradle', '/OneBusAway_onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/AndroidManifest.xml', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/app/Application.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/io/ObaAnalytics.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/FeedbackReceiver.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/NavigationService.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/NavigationServiceProvider.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/NavigationUploadWorker.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/provider/ObaContract.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/region/ObaRegionsTask.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/Open311ProblemFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/ReportProblemFragmentBase.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/ReportTypeListFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/dialog/CustomerServiceDialog.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/TravelBehaviorManager.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/io/task/ArrivalAndDepartureDataSaverTask.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/io/task/DestinationReminderDataSaverTask.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/io/worker/RegisterTravelBehaviorParticipantWorker.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/receiver/RecognitionBroadcastReceiver.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/receiver/TransitionBroadcastReceiver.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/utils/TravelBehaviorFirebaseIOUtils.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListAdapterStyleB.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListHeader.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/FeedbackActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyRemindersFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyStarredStopsFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/RegionsFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/SearchActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripDetailsListFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripPlanActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripPlanFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/util/BackupUtils.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/util/UIUtils.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/res/values/donottranslate.xml']"
276,Firebase,Firebase,Firebase,Appboy/appboy-android-sdk,"['/Appboy_appboy-android-sdk/CHANGELOG.md', '/Appboy_appboy-android-sdk/README.md', '/Appboy_appboy-android-sdk/android-sdk-ui/appboy-proguard-rules.pro', '/Appboy_appboy-android-sdk/android-sdk-ui/build.gradle', '/Appboy_appboy-android-sdk/android-sdk-ui/src/main/java/com/appboy/AppboyFirebaseMessagingService.java', '/Appboy_appboy-android-sdk/droidboy/build.gradle', '/Appboy_appboy-android-sdk/droidboy/src/main/AndroidManifest.xml', '/Appboy_appboy-android-sdk/droidboy/src/main/java/com/appboy/sample/activity/SettingsPreferencesActivity.java', '/Appboy_appboy-android-sdk/droidboy/src/main/res/values/push_click_action_options.xml', '/Appboy_appboy-android-sdk/gradle.properties', '/Appboy_appboy-android-sdk/samples/custom-broadcast/src/main/AndroidManifest.xml', '/Appboy_appboy-android-sdk/samples/firebase-push/README.md', '/Appboy_appboy-android-sdk/samples/firebase-push/build.gradle', '/Appboy_appboy-android-sdk/samples/firebase-push/src/main/AndroidManifest.xml', '/Appboy_appboy-android-sdk/samples/firebase-push/src/main/java/com/appboy/firebasepush/FirebaseApplication.java', '/Appboy_appboy-android-sdk/samples/firebase-push/src/main/res/values/strings.xml', '/Appboy_appboy-android-sdk/settings.gradle']"
277,Firebase,Firebase,Firebase,Nextome/GeoJsonify,['/Nextome_GeoJsonify/.gitignore']
280,Firebase,Firebase,Firebase,metzlerd/mavuno,"['/metzlerd_mavuno/wordnet/data.noun', '/metzlerd_mavuno/wordnet/index.noun', '/metzlerd_mavuno/wordnet/index.sense']"
281,Firebase,Firebase,Firebase,VictorAlbertos/RxSocialConnect-Android,['/VictorAlbertos_RxSocialConnect-Android/README.md']
282,Firebase,Firebase,Firebase,florent37/ExpansionPanel,['/florent37_ExpansionPanel/.gitignore']
283,Firebase,Firebase,Firebase,RocketChat/Rocket.Chat.Android,"['/RocketChat_Rocket.Chat.Android/app/src/play/AndroidManifest.xml', '/RocketChat_Rocket.Chat.Android/app/src/play/java/chat/rocket/android/analytics/GoogleAnalyticsForFirebase.kt', '/RocketChat_Rocket.Chat.Android/app/src/play/java/chat/rocket/android/dynamiclinks/DynamicLinksForFirebase.kt', '/RocketChat_Rocket.Chat.Android/app/src/play/java/chat/rocket/android/push/PushToken.kt', '/RocketChat_Rocket.Chat.Android/app/src/play/java/chat/rocket/android/push/RocketChatMessagingService.kt', '/RocketChat_Rocket.Chat.Android/app/src/play/java/chat/rocket/android/util/FCMManager.kt', '/RocketChat_Rocket.Chat.Android/dependencies.gradle']"
284,Firebase,Firebase,Firebase,ashdavies/data-binding,"['/ashdavies_data-binding/.gitignore', '/ashdavies_data-binding/mobile/build.gradle.kts', '/ashdavies_data-binding/mobile/src/main/kotlin/io/ashdavies/playground/conferences/ConferencesModule.kt', '/ashdavies_data-binding/mobile/src/main/kotlin/io/ashdavies/playground/conferences/ConferencesService.kt', '/ashdavies_data-binding/mobile/src/main/kotlin/io/ashdavies/playground/extensions/QuerySnapshot.kt']"
285,Firebase,Firebase,Firebase,google/search-samples,"['/google_search-samples/app-indexing-start/app/build.gradle', '/google_search-samples/app-indexing-start/app/src/main/java/com/recipe_app/client/AppIndexingService.java', '/google_search-samples/app-indexing-start/app/src/main/java/com/recipe_app/client/RecipeActivity.java', '/google_search-samples/app-indexing/app/build.gradle', '/google_search-samples/app-indexing/app/src/main/AndroidManifest.xml', '/google_search-samples/app-indexing/app/src/main/java/com/recipe_app/client/AppIndexingService.java', '/google_search-samples/app-indexing/app/src/main/java/com/recipe_app/client/RecipeActivity.java']"
286,Firebase,Firebase,Firebase,zahid-ali-shah/SignatureView,['/zahid-ali-shah_SignatureView/.gitignore']
287,Firebase,Firebase,Firebase,bbindreiter/PushNotificationTester_App,"['/bbindreiter_PushNotificationTester_App/README.md', '/bbindreiter_PushNotificationTester_App/app/build.gradle', '/bbindreiter_PushNotificationTester_App/app/src/main/AndroidManifest.xml', '/bbindreiter_PushNotificationTester_App/app/src/main/java/com/firstrowria/pushnotificationtester/manager/TextNotificationManager.kt', '/bbindreiter_PushNotificationTester_App/app/src/main/java/com/firstrowria/pushnotificationtester/services/FCMMessagingService.kt']"
289,Firebase,Firebase,Firebase,ashdavies/rx-tasks,['/ashdavies_rx-tasks/README.md']
290,Firebase,Firebase,Firebase,sinch/app-app-calling-android,"['/sinch_app-app-calling-android/app/build/intermediates/manifests/full/debug/AndroidManifest.xml', '/sinch_app-app-calling-android/app/build/outputs/logs/manifest-merger-debug-report.txt']"
291,Firebase,Firebase,Firebase,ashdavies/rx-firebase,"['/ashdavies_rx-firebase/.git/config', '/ashdavies_rx-firebase/.git/logs/refs/remotes/origin/HEAD', '/ashdavies_rx-firebase/.git/logs/refs/heads/master', '/ashdavies_rx-firebase/.git/logs/HEAD', '/ashdavies_rx-firebase/README.md', '/ashdavies_rx-firebase/build.gradle', '/ashdavies_rx-firebase/gradle.properties', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/extensions/FirebaseAuth.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/extensions/Query.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/AuthStateFlowable.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/AuthStateObservable.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/ChildEvent.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/ObservableChildEventListener.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/RxFirebaseAuth.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/RxFirebaseDatabase.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/ValueEventObservable.kt', '/ashdavies_rx-firebase/src/main/kotlin/io/ashdavies/rx/rxfirebase/ValueEventSingle.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/extensions/FirebaseAuthTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/extensions/QueryTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/AuthStateFlowableTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/AuthStateObservableTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/ChildEventMapperTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/ObservableChildEventListenerTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/RxFirebaseAuthTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/RxFirebaseDatabaseTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/ValueEventObservableTest.kt', '/ashdavies_rx-firebase/src/test/kotlin/io/ashdavies/rx/rxfirebase/ValueEventSingleTest.kt']"
292,Firebase,Firebase,Firebase,TryGhost/Ghost-Android,['/TryGhost_Ghost-Android/.git/packed-refs']
293,Firebase,Firebase,Firebase,hackthenorth/hackthenorth-android,"['/hackthenorth_hackthenorth-android/android/src/main/java/com/hackthenorth/android/framework/GCMRegistrationManager.java', '/hackthenorth_hackthenorth-android/android/src/main/java/com/hackthenorth/android/framework/HTTPFirebase.java', '/hackthenorth_hackthenorth-android/android/src/main/java/com/hackthenorth/android/ui/MentorsFragment.java', '/hackthenorth_hackthenorth-android/android/src/main/java/com/hackthenorth/android/ui/PrizesFragment.java', '/hackthenorth_hackthenorth-android/android/src/main/java/com/hackthenorth/android/ui/ScheduleFragment.java', '/hackthenorth_hackthenorth-android/android/src/main/java/com/hackthenorth/android/ui/TeamFragment.java']"
